trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
151,True,"{'a': 0.0, 'e': 0.0}",25,19,11.496059554346724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'a': 0.0, 'e': 0.0}",25,17,17.092622977194154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0.0, 'e': 0.0}",30,19,19.85109061675951,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'a': 0.0, 'e': 0.0}",20,13,15.809239514165588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'a': 0.0, 'e': 0.0}",20,11,18.385467654136026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0.0, 'e': 0.0}",25,13,23.042268524008374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'a': 0.0, 'e': 0.0}",20,12,14.73380499105258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0.0, 'e': 0.0}",30,20,19.701917757581533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0.0, 'e': 0.0}",25,18,15.94611339378181,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0.0, 'e': 0.0}",20,9,20.68712088220404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0.0, 'e': 0.0}",20,6,25.842776398048454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'a': 0.0, 'e': 0.0}",20,14,12.931888359216911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0.0, 'e': 0.0}",25,17,13.231722477268704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0.0, 'e': 0.0}",20,14,11.111911674388384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0.0, 'e': 0.0}",20,10,18.973488459341706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0.0, 'e': 0.0}",25,19,12.058505207850981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0.0, 'e': 0.0}",20,6,23.538082332850045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0.0, 'e': 0.0}",20,3,29.78277789129879,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'a': 0.0, 'e': 0.0}",35,23,24.288062347891863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'a': 0.0, 'e': 0.0}",25,18,12.64016548270867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'a': 0.0, 'e': 0.0}",20,10,17.87719177018494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0.0, 'e': 0.0}",20,9,15.89406694006998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0.0, 'e': 0.0}",20,3,29.372428298840674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0.0, 'e': 0.0}",30,4,46.55974384218628,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'a': 0.0, 'e': 0.0}",25,17,17.800434865780467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0.0, 'e': 0.0}",25,14,23.674913294625405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0.0, 'e': 0.0}",20,8,20.441940679694596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0.0, 'e': 0.0}",20,14,8.419970347422327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0.0, 'e': 0.0}",20,14,10.709780443524949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0.0, 'e': 0.0}",30,22,13.944482020491378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0.0, 'e': 0.0}",25,8,9.806566820624582,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,True,"{'a': 0.0, 'e': 0.0}",20,10,18.299103528099813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0.0, 'e': 0.0}",30,16,27.486572084456252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0.0, 'e': 0.0}",30,12,32.53200731584852,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0.0, 'e': 0.0}",25,13,20.555245607206356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0.0, 'e': 0.0}",30,15,23.548885161461875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0.0, 'e': 0.0}",20,10,14.3986942626868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0.0, 'e': 0.0}",30,18,24.379965104267235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0.0, 'e': 0.0}",30,19,17.86712478005429,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0.0, 'e': 0.0}",30,4,44.7097508889366,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0.0, 'e': 0.0}",25,7,32.18939589170694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0.0, 'e': 0.0}",20,3,31.31439035909483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0.0, 'e': 0.0}",25,16,19.19775955443494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0.0, 'e': 0.0}",25,19,13.062772436309851,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0.0, 'e': 0.0}",30,2,44.92968669142363,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0.0, 'e': 0.0}",20,10,19.739668295543407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0.0, 'e': 0.0}",20,2,32.00486228322305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0.0, 'e': 0.0}",20,12,11.40161948335252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0.0, 'e': 0.0}",25,16,16.40995140875149,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0.0, 'e': 0.0}",25,11,27.575383328552167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'a': 0.0, 'e': 0.0}",20,12,14.60890285868926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,True,"{'a': 0.0, 'e': 0.0}",20,8,20.21293948428752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'a': 0.0, 'e': 0.0}",25,11,23.734428091571914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,True,"{'a': 0.0, 'e': 0.0}",35,25,22.28611049278525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,True,"{'a': 0.0, 'e': 0.0}",20,9,22.100014205073027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0.0, 'e': 0.0}",20,5,20.387958819252056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'a': 0.0, 'e': 0.0}",30,16,23.742546359251897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,True,"{'a': 0.0, 'e': 0.0}",20,8,22.08364490480655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,True,"{'a': 0.0, 'e': 0.0}",20,3,27.540988888375967,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,True,"{'a': 0.0, 'e': 0.0}",20,11,14.191514999562592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,True,"{'a': 0.0, 'e': 0.0}",25,11,-18.58924965166665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,True,"{'a': 0.0, 'e': 0.0}",20,15,10.730594834529313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0.0, 'e': 0.0}",30,18,20.247180192885903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'a': 0.0, 'e': 0.0}",25,9,29.465830041746806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,True,"{'a': 0.0, 'e': 0.0}",25,13,19.79643741655589,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'a': 0.0, 'e': 0.0}",25,19,13.66042327533753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'a': 0.0, 'e': 0.0}",30,12,34.895199661787835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,True,"{'a': 0.0, 'e': 0.0}",30,16,23.132114937743882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'a': 0.0, 'e': 0.0}",20,8,18.130275860363493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,True,"{'a': 0.0, 'e': 0.0}",20,8,21.0809459000695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,True,"{'a': 0.0, 'e': 0.0}",20,16,8.295155341996836,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0.0, 'e': 0.0}",25,18,12.050568100771656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0.0, 'e': 0.0}",20,16,7.049723117270432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'a': 0.0, 'e': 0.0}",20,11,14.921692055627318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0.0, 'e': 0.0}",30,19,17.92819135474272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'a': 0.0, 'e': 0.0}",30,13,32.66389489319093,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0.0, 'e': 0.0}",20,1,29.622600258175613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'a': 0.0, 'e': 0.0}",25,18,11.026689679753058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0.0, 'e': 0.0}",35,23,29.29633510559469,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0.0, 'e': 0.0}",20,12,15.672046893426497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0.0, 'e': 0.0}",30,18,22.884297734358423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'a': 0.0, 'e': 0.0}",25,9,29.892102099468268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0.0, 'e': 0.0}",25,13,17.65590448613423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,True,"{'a': 0.0, 'e': 0.0}",25,7,31.0283824320076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'a': 0.0, 'e': 0.0}",20,14,9.698968811298728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'a': 0.0, 'e': 0.0}",20,7,25.777978871015016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0.0, 'e': 0.0}",25,16,17.021093977160355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0.0, 'e': 0.0}",25,20,10.790784128849568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0.0, 'e': 0.0}",20,14,14.303179230884979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0.0, 'e': 0.0}",30,4,39.798273356863945,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0.0, 'e': 0.0}",25,10,24.91649669634774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'a': 0.0, 'e': 0.0}",25,17,18.40645740093842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'a': 0.0, 'e': 0.0}",30,11,32.66192777420478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'a': 0.0, 'e': 0.0}",20,4,26.927238533188778,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'a': 0.0, 'e': 0.0}",35,18,32.074768721687654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'a': 0.0, 'e': 0.0}",30,18,22.389500328037016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0.0, 'e': 0.0}",25,5,35.93611083351194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0.0, 'e': 0.0}",25,14,20.603269071038014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'a': 0.0, 'e': 0.0}",20,11,17.256941052899816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'a': 0.0, 'e': 0.0}",20,0,30.51554488400722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,True,"{'a': 0.0, 'e': 0.0}",20,12,14.839766771107977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0.0, 'e': 0.0}",25,13,20.668340514863175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,True,"{'a': 0.0, 'e': 0.0}",25,16,17.525772777979203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0.0, 'e': 0.0}",20,11,18.224756954778908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0.0, 'e': 0.0}",20,14,10.667315949024495,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,True,"{'a': 0.0, 'e': 0.0}",20,2,28.118447909045543,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0.0, 'e': 0.0}",25,13,22.34463509609621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,True,"{'a': 0.0, 'e': 0.0}",20,10,17.544020901461703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0.0, 'e': 0.0}",20,12,17.840280367932753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0.0, 'e': 0.0}",25,4,32.54713132402218,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0.0, 'e': 0.0}",30,20,19.708966529207235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0.0, 'e': 0.0}",25,2,38.353169032837734,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,True,"{'a': 0.0, 'e': 0.0}",20,3,3.715523587632086,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
264,True,"{'a': 0.0, 'e': 0.0}",25,19,14.637668572848956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,True,"{'a': 0.0, 'e': 0.0}",25,17,14.202575915509431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,True,"{'a': 0.0, 'e': 0.0}",20,10,17.472951933491085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,True,"{'a': 0.0, 'e': 0.0}",20,11,11.80692669871704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,True,"{'a': 0.0, 'e': 0.0}",25,18,14.344124150449304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,True,"{'a': 0.0, 'e': 0.0}",20,15,7.8549245778556305,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,True,"{'a': 0.0, 'e': 0.0}",25,18,13.863756691207247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0.0, 'e': 0.0}",30,20,18.148455467195845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,True,"{'a': 0.0, 'e': 0.0}",20,6,27.952791963837015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,True,"{'a': 0.0, 'e': 0.0}",30,16,29.661999292906934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,True,"{'a': 0.0, 'e': 0.0}",20,5,23.8886339840527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0.0, 'e': 0.0}",25,3,38.444309913581456,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,True,"{'a': 0.0, 'e': 0.0}",25,17,17.95795062889932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,True,"{'a': 0.0, 'e': 0.0}",25,15,18.57649263753143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0.0, 'e': 0.0}",25,3,36.01801869444676,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,True,"{'a': 0.0, 'e': 0.0}",35,24,22.017642825599772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,True,"{'a': 0.0, 'e': 0.0}",25,15,19.841808260335608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0.0, 'e': 0.0}",20,11,19.08015918943091,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,True,"{'a': 0.0, 'e': 0.0}",25,16,17.241316000569164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0.0, 'e': 0.0}",20,0,28.148110610988628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,True,"{'a': 0.0, 'e': 0.0}",25,20,11.122446408876987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,True,"{'a': 0.0, 'e': 0.0}",30,21,18.922320732176487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,True,"{'a': 0.0, 'e': 0.0}",25,14,19.7748936403205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0.0, 'e': 0.0}",20,3,26.623257066426245,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,True,"{'a': 0.0, 'e': 0.0}",20,14,10.67609204397516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0.0, 'e': 0.0}",20,13,14.14304394066524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,True,"{'a': 0.0, 'e': 0.0}",20,9,19.202381936054117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,True,"{'a': 0.0, 'e': 0.0}",25,18,14.560170677140277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0.0, 'e': 0.0}",20,12,14.368705467020607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0.0, 'e': 0.0}",20,11,18.947080030550065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0.0, 'e': 0.0}",20,10,18.70127882124395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0.0, 'e': 0.0}",30,16,23.003665686967217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,True,"{'a': 0.0, 'e': 0.0}",25,10,26.395910449813876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,True,"{'a': 0.0, 'e': 0.0}",25,1,12.610434498092351,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,True,"{'a': 0.0, 'e': 0.0}",20,7,24.856355968381752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,True,"{'a': 0.0, 'e': 0.0}",30,20,15.491424487304172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,True,"{'a': 0.0, 'e': 0.0}",25,12,22.49172791582653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,True,"{'a': 0.0, 'e': 0.0}",20,4,24.339312694893543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,True,"{'a': 0.0, 'e': 0.0}",25,9,26.725235877298033,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,True,"{'a': 0.0, 'e': 0.0}",20,10,15.942108414801368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,True,"{'a': 0.0, 'e': 0.0}",25,15,15.628107204362768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,True,"{'a': 0.0, 'e': 0.0}",30,20,16.205303700528454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,True,"{'a': 0.0, 'e': 0.0}",20,13,13.336660512315072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,True,"{'a': 0.0, 'e': 0.0}",20,11,13.69124133782708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,True,"{'a': 0.0, 'e': 0.0}",20,15,7.76648826601069,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,True,"{'a': 0.0, 'e': 0.0}",25,6,32.2737999958318,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,True,"{'a': 0.0, 'e': 0.0}",25,18,10.597603156678275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,True,"{'a': 0.0, 'e': 0.0}",20,14,11.371235113998097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,True,"{'a': 0.0, 'e': 0.0}",30,16,28.205806042354645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,True,"{'a': 0.0, 'e': 0.0}",20,12,18.09948463199041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,True,"{'a': 0.0, 'e': 0.0}",30,16,26.20319201355447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,True,"{'a': 0.0, 'e': 0.0}",30,16,21.65365474893442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,True,"{'a': 0.0, 'e': 0.0}",20,0,35.03107573507263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,True,"{'a': 0.0, 'e': 0.0}",20,6,24.110303526060164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,True,"{'a': 0.0, 'e': 0.0}",30,19,18.611542210826407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,True,"{'a': 0.0, 'e': 0.0}",30,20,15.105966137795663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,True,"{'a': 0.0, 'e': 0.0}",20,9,-18.817173621570248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,True,"{'a': 0.0, 'e': 0.0}",30,14,30.162758326302477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,True,"{'a': 0.0, 'e': 0.0}",20,8,20.20089394506573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,True,"{'a': 0.0, 'e': 0.0}",25,8,30.002205111769104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,True,"{'a': 0.0, 'e': 0.0}",30,16,27.250361273171272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,True,"{'a': 0.0, 'e': 0.0}",20,5,25.50202407833628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,True,"{'a': 0.0, 'e': 0.0}",25,9,29.412953576208732,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,True,"{'a': 0.0, 'e': 0.0}",25,11,28.417962463674638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,True,"{'a': 0.0, 'e': 0.0}",25,19,10.21663018772661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,True,"{'a': 0.0, 'e': 0.0}",25,12,22.40717509492675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,True,"{'a': 0.0, 'e': 0.0}",30,19,21.239020405174514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,True,"{'a': 0.0, 'e': 0.0}",25,6,32.07036341525708,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,True,"{'a': 0.0, 'e': 0.0}",20,9,24.16880352947115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,True,"{'a': 0.0, 'e': 0.0}",25,15,18.191209413056217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,True,"{'a': 0.0, 'e': 0.0}",30,20,16.904394850289297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,True,"{'a': 0.0, 'e': 0.0}",25,3,38.04501652457266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,True,"{'a': 0.0, 'e': 0.0}",25,13,22.89817941593876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,True,"{'a': 0.0, 'e': 0.0}",20,6,27.04621965636866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,True,"{'a': 0.0, 'e': 0.0}",25,18,15.139414022009593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,True,"{'a': 0.0, 'e': 0.0}",30,18,22.902085186205657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,True,"{'a': 0.0, 'e': 0.0}",30,20,20.560811766084115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,True,"{'a': 0.0, 'e': 0.0}",20,16,7.1263614387130465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,True,"{'a': 0.0, 'e': 0.0}",35,18,31.46616603581109,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,True,"{'a': 0.0, 'e': 0.0}",25,12,20.56666904009721,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,True,"{'a': 0.0, 'e': 0.0}",20,0,32.37003399314536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,True,"{'a': 0.0, 'e': 0.0}",25,18,12.112729918426952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,True,"{'a': 0.0, 'e': 0.0}",20,8,23.30172405260089,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,True,"{'a': 0.0, 'e': 0.0}",35,23,21.772828123442785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,True,"{'a': 0.0, 'e': 0.0}",25,12,23.68550248333868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,True,"{'a': 0.0, 'e': 0.0}",20,6,19.193976030628868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
